"","logFC","AveExpr","t","P.Value","adj.P.Val","B","GeneSymbol","threshold"
"204942_s_at",170.247651162791,379.530220930233,3.7096018123659,0.000369143978538974,0.00965450149505159,-4.49863551679033,"ALDH3B2","Up"
"201536_at",-221.117039534884,678.420038372093,-3.69828106251896,0.000383599590989761,0.0100208085416469,-4.49918929925524,"DUSP3","Down"
"211979_at",175.688251162791,461.946525581395,3.6964542999997,0.000385982071794597,0.0100712394681487,-4.49927858850487,"GPR107","Up"
"204754_at",-191.842418604652,510.17111627907,-3.69483241292005,0.000388109138839364,0.0101054051749215,-4.4993578470921,"HLF","Down"
"213571_s_at",226.62491627907,593.323309302326,3.69476447206126,0.000388198484482917,0.0101054051749215,-4.49936116689216,"EIF4E2","Up"
"211813_x_at",-1325.36290697675,3894.32875581395,-3.69214102878716,0.000391663441076103,0.0101733984079961,-4.49948933533752,"DCN","Down"
"212107_s_at",-245.74226744186,474.812284883721,-3.69209571421487,0.000391723548627235,0.0101733984079961,-4.49949154882162,"DHX9","Down"
"201893_x_at",-1376.87023255814,4569.73302325581,-3.68970195004073,0.000394911258027101,0.0102442462894271,-4.49960845971604,"DCN","Down"
"55872_at",183.230511627907,440.629302325581,3.68880510880263,0.000396111895613183,0.0102634434534285,-4.49965225239817,"UCKL1","Up"
"206461_x_at",-621.976093023256,1811.68197674419,-3.68748369669851,0.000397887248848113,0.0102886412571671,-4.49971676805124,"MT1H","Down"
"208848_at",-571.438558139535,1723.22006976744,-3.6873941408321,0.000398007842915138,0.0102886412571671,-4.49972114008196,"ADH5","Down"
"212977_at",-725.11153488372,1304.26102325581,-3.68620997407888,0.000399605688200089,0.0103179763037805,-4.49977894542897,"ACKR3","Down"
"204773_at",-225.63531627907,386.87078372093,-3.68487959522502,0.000401408097339805,0.0103515278636159,-4.49984387810208,"IL11RA","Down"
"214614_at",150.861458139535,125.795924418605,3.68456590991453,0.000401834205539098,0.0103515278636159,-4.49985918679666,"MNX1","Up"
"203810_at",-506.374651162791,1437.159,-3.68394703112965,0.000402676148030267,0.0103612385757026,-4.49988938802553,"DNAJB4","Down"
"205603_s_at",-331.099744186047,902.25038372093,-3.68238743390416,0.000404805317965354,0.010394865173152,-4.49996548600603,"DIAPH2","Down"
"200662_s_at",741.653069767441,1972.15586046512,3.6823065821565,0.000404915988434948,0.010394865173152,-4.49996943063471,"TOMM20","Up"
"204079_at",-54.9476790697674,158.115472093023,-3.68172358063828,0.00040571485702571,0.0104033879851598,-4.49999787318936,"TPST2","Down"
"222036_s_at",251.136558139535,287.746097674419,3.67749410236308,0.000411555396365087,0.0105410217209232,-4.50020415289308,"MCM4","Up"
"203780_at",252.481325581395,630.881639534884,3.67684546064485,0.000412458150651411,0.0105520148920383,-4.50023577882935,"MPZL2","Up"
"219760_at",-154.17238372093,232.286898837209,-3.6761170085576,0.000413474225415857,0.0105658786295201,-4.50027129306043,"LIN7B","Down"
"209841_s_at",-293.247139534884,978.84761627907,-3.67507101533542,0.000414937380685327,0.010591122169314,-4.500322282762,"LRRN3","Down"
"220706_at",-73.0313093023256,202.787968604651,-3.67388864786406,0.000416597223311167,0.0106213225709871,-4.5003799124098,"ADAMTS7","Down"
"210413_x_at",-378.214953488372,1326.88287209302,-3.67102403715716,0.000420644850627635,0.0107122619503264,-4.50051950095723,"SERPINB4","Down"
"211671_s_at",-686.16953488372,2321.63034883721,-3.66902379182698,0.000423493276924403,0.010772489371811,-4.50061694062876,"NR3C1","Down"
"203981_s_at",-82.3359395348838,160.686204651163,-3.66814219644043,0.000424754513081858,0.0107922517844961,-4.5006598788209,"ABCD4","Down"
"218450_at",-464.150023255813,1191.9983372093,-3.66779025362529,0.000425259008864241,0.0107927636611866,-4.50067701891059,"HEBP1","Down"
"202911_at",344.260372093023,851.669674418605,3.6663961443651,0.000427263007871018,0.010819801687505,-4.50074490650249,"MSH6","Up"
"218640_s_at",603.441906976744,1209.55253488372,3.6663735964001,0.000427295493650064,0.010819801687505,-4.5007460044017,"PLEKHF2","Up"
"207469_s_at",-117.539846511628,212.581120930233,-3.66423839738763,0.000430382418012068,0.0108855975261781,-4.50084995687398,"PIR","Down"
"211577_s_at",-223.322413953488,457.008072093023,-3.66354190354279,0.000431393935515405,0.010890665735787,-4.50088385976282,"IGF1","Down"
"202540_s_at",184.735734883721,240.867420930233,3.66342750953743,0.0004315602856303,0.010890665735787,-4.50088942778056,"HMGCR","Up"
"203962_s_at",366.215976744186,1128.56968604651,3.66300330316717,0.000432177692576714,0.0108939089634468,-4.50091007491855,"NEBL","Up"
"212623_at",167.880072093023,317.586515116279,3.65907049732872,0.000437941745119662,0.0110267298378547,-4.50110144161737,"TMEM41B","Up"
"203228_at",295.086953488372,705.979686046512,3.65615426375119,0.000442262945953937,0.0111170062197991,-4.50124328171093,"PAFAH1B3","Up"
"218974_at",-517.792418604652,1441.269,-3.65597828557008,0.000442524997395405,0.0111170062197991,-4.5012518392889,"SOBP","Down"
"202243_s_at",201.256553488372,204.200809302326,3.65416514992004,0.00044523356304649,0.011172454375411,-4.50133999852239,"PSMB4","Up"
"212235_at",-49.7351860465116,77.9020488372093,-3.65265328505941,0.000447504104116445,0.0112167985962056,-4.50141349376646,"PLXND1","Down"
"206324_s_at",-233.746558139535,1055.36727906977,-3.6520575198627,0.000448401850049099,0.0112266723872405,-4.50144245142826,"DAPK2","Down"
"218814_s_at",-406.008604651162,1106.91302325581,-3.65036398929675,0.000450963145891117,0.0112667948303574,-4.50152475495523,"PACC1","Down"
"217851_s_at",333.936744186046,419.420069767442,3.65032939107817,0.000451015616778656,0.0112667948303574,-4.50152643620249,"PRELID3B","Up"
"202043_s_at",347.901,1140.3006627907,3.64903930806939,0.000452976271619769,0.0113031021954124,-4.50158912053774,"SMS","Up"
"46323_at",313.312325581395,614.170930232558,3.64765093955589,0.000455095340885058,0.0113432768243196,-4.50165656903894,"CANT1","Up"
"218541_s_at",386.167962790698,482.013941860465,3.64652786618479,0.000456816373257519,0.0113734516707232,-4.50171112049995,"TCIM","Up"
"202262_x_at",-409.51583255814,613.278725581395,-3.64584462981375,0.000457866407337635,0.011386871824447,-4.50174430378315,"DDAH2","Down"
"205980_s_at",58.3488930232558,95.576623255814,3.64525444425453,0.000458775280399635,0.0113967553769733,-4.50177296547137,"PRR5","Up"
"200750_s_at",749.692455813954,1064.49641627907,3.64407136467974,0.000460602358708494,0.0114294012907588,-4.50183041389451,"RAN","Up"
"210968_s_at",-1114.53946511628,3748.58345348837,-3.6426838469645,0.000462753961710574,0.0114700183857583,-4.50189777846596,"RTN4","Down"
"219789_at",-426.781976744186,1380.27991860465,-3.64170687665032,0.000464274656174827,0.0114936096382111,-4.50194520363428,"NPR3","Down"
"201648_at",-747.397279069768,2236.28345348837,-3.64127812194425,0.000464943527376424,0.0114936096382111,-4.50196601484955,"JAK1","Down"
"201828_x_at",-419.164744186046,1290.72746511628,-3.64043992555237,0.000466253784174285,0.0114996764040078,-4.50200669655802,"RTL8C","Down"
"207455_at",-190.776813953488,688.966965116279,-3.64026295225512,0.000466530874174169,0.0114996764040078,-4.50201528536744,"P2RY1","Down"
"211687_x_at",-378.754906976745,1042.3328255814,-3.63986680677767,0.000467151692392832,0.0115006010368841,-4.50203451026417,"KIR3DL1","Down"
"212173_at",-201.20961627907,355.35486627907,-3.63902366721146,0.000468475628021648,0.0115006010368841,-4.50207542449252,"AK2","Down"
"202503_s_at",611.373604651162,2173.12547674419,3.63857565702489,0.000469180562138178,0.0115006010368841,-4.50209716285911,"PCLAF","Up"
"218837_s_at",-73.1967418604651,148.400722093023,-3.63841807442578,0.000469428754168152,0.0115006010368841,-4.50210480879135,"UBE2D4","Down"
"208970_s_at",-642.885395348836,1952.74988372093,-3.63832745372288,0.000469571537890652,0.0115006010368841,-4.5021092056521,"UROD","Down"
"219124_at",-231.748311627907,736.737239534884,-3.63826810040004,0.000469665078470788,0.0115006010368841,-4.50211208541116,"TTI2","Down"
"203755_at",248.067023255814,696.778395348837,3.63711522892343,0.000471485511370509,0.0115325045552898,-4.50216801714639,"BUB1B","Up"
"215918_s_at",-300.246953488372,540.33138372093,-3.6337096985459,0.000476902183786306,0.0116400118947822,-4.50233318868412,"SPTBN1","Down"
"209047_at",-523.844093023255,1499.34493023256,-3.6336951204512,0.000476925497461569,0.0116400118947822,-4.50233389558065,"AQP1","Down"
"207828_s_at",319.797646511628,351.369393023256,3.63296943352929,0.000478087403382461,0.0116556035115661,-4.50236908270005,"CENPF","Up"
"201218_at",340.40084883721,1095.94494767442,3.62757298877875,0.000486812372374595,0.0118553443646154,-4.50263064248484,"CTBP2","Up"
"210896_s_at",-547.329488372093,1282.55951162791,-3.62715499711575,0.000487494449377558,0.0118573844361677,-4.50265089448725,"ASPH","Down"
"218631_at",-1033.41046511628,3666.08430232558,-3.62630888264295,0.000488877912214642,0.0118573844361677,-4.50269188600504,"AVPI1","Down"
"200965_s_at",-858.797511627906,2599.11008139535,-3.62628344943649,0.000488919555103601,0.0118573844361677,-4.50269311809246,"ABLIM1","Down"
"205969_at",-246.858413953488,242.803086046512,-3.62621927176954,0.000489024650937401,0.0118573844361677,-4.5026962271003,"AADAC","Down"
"204667_at",310.473511627907,1029.48570930233,3.62498073809457,0.000491057048154582,0.0118937219609006,-4.50275622127971,"FOXA1","Up"
"213628_at",-768.202999999999,3028.03105813953,-3.62276420699321,0.000494714332885578,0.0119692936804445,-4.50286356533069,"CLCC1","Down"
"200708_at",329.843930232558,861.554709302326,3.62235516081042,0.000495392079353599,0.0119726916531846,-4.50288337159597,"GOT2","Up"
"202930_s_at",-476.898790697675,1205.85904651163,-3.62166154131797,0.000496543347784448,0.011987513996404,-4.50291695467193,"SUCLA2","Down"
"204451_at",259.326,664.600860465116,3.62088729553906,0.000497831437746917,0.01200560381744,-4.5029544378714,"FZD1","Up"
"220751_s_at",-90.0809534883721,318.337034883721,-3.62029762307463,0.000498814584561858,0.0120091241698066,-4.50298298288076,"FAXDC2","Down"
"204320_at",776.507879069767,722.72748372093,3.62015342187469,0.000499055287943317,0.0120091241698066,-4.50298996307503,"COL11A1","Up"
"201662_s_at",481.420930232558,1364.00230232558,3.61842222048923,0.000501953658591353,0.0120658396703248,-4.503073753285,"ACSL3","Up"
"203918_at",-53.9088906976744,124.321919767442,-3.61803139178423,0.000502610188452838,0.0120686021867399,-4.50309266679754,"PCDH1","Down"
"216502_at",-427.893488372093,1743.15218604651,-3.61580273435053,0.000506369572477489,0.0121457838358621,-4.50320050061207,"ISG20L2","Down"
"210222_s_at",-187.5937,550.650847674419,-3.61523290716903,0.000507335051952581,0.0121558569490961,-4.50322806672869,"RTN1","Down"
"205471_s_at",133.116374418605,209.082429069767,3.61367472176461,0.000509984067814259,0.0122062029893718,-4.50330343546744,"DACH1","Up"
"207165_at",281.353906976744,269.939646511628,3.61310015058979,0.000510964182818576,0.012216539576981,-4.50333122335024,"HMMR","Up"
"202421_at",389.243418604652,995.135941860465,3.61118512333566,0.000514243792062624,0.0122817732245782,-4.50342382439666,"IGSF3","Up"
"221631_at",-163.956441860465,311.771169767442,-3.61079174475241,0.000514919945940256,0.0122847549843541,-4.50344284332534,"CACNA1I","Down"
"212335_at",-430.720697674419,1304.37497674419,-3.61027512290999,0.000515809215921625,0.012292809367253,-4.50346781928724,"GNS","Down"
"200602_at",815.202674418606,2406.60098837209,3.60665268621915,0.00052208561447926,0.0124290958840185,-4.50364289762567,"APP","Up"
"221765_at",171.11053255814,163.043108139535,3.6060270919931,0.000523176855387517,0.01244178214365,-4.50367312519528,"UGCG","Up"
"206410_at",-228.799093023256,889.053965116279,-3.60433120632883,0.000526145924391673,0.0124990507816841,-4.50375505478435,"NR0B2","Down"
"218888_s_at",226.931209302326,742.589581395349,3.60301883990815,0.000528454507109795,0.0125176793607526,-4.50381844370109,"NETO2","Up"
"209123_at",-975.592069767442,3004.81629069767,-3.60206245880026,0.000530142923246498,0.0125176793607526,-4.50386463118345,"QDPR","Down"
"204273_at",-197.55588372093,402.50426744186,-3.6020617046374,0.00053014425667828,0.0125176793607526,-4.5038646676027,"EDNRB","Down"
"217672_x_at",-31.3692674418605,65.0731848837209,-3.60192969391226,0.000530377713221603,0.0125176793607526,-4.50387104247239,"EIF1","Down"
"202783_at",-67.415923255814,128.174836046512,-3.60191683863709,0.000530400452552827,0.0125176793607526,-4.50387166325468,"NNT","Down"
"222161_at",-112.024641860465,89.5652581395349,-3.60165294747744,0.00053086744644599,0.0125176793607526,-4.50388440634787,"NAALAD2","Down"
"220546_at",-89.8301441860465,218.490893023256,-3.60106805016215,0.000531903897625086,0.0125176793607526,-4.50391264899025,"KMT2A","Down"
"208699_x_at",-287.619693023256,446.988141860465,-3.60104023970212,0.000531953226137442,0.0125176793607526,-4.50391399180565,"TKT","Down"
"205726_at",-707.740069767441,2238.93903488372,-3.60092746640739,0.000532153301050293,0.0125176793607526,-4.50391943696231,"DIAPH2","Down"
"203313_s_at",206.674102325581,339.053044186047,3.60070528824417,0.00053254768361502,0.0125176793607526,-4.50393016439702,"TGIF1","Up"
"221580_s_at",266.760646511628,332.988909302326,3.59968875716405,0.000534355638257887,0.0125469406610121,-4.50397924158242,"TAF1D","Up"
"218826_at",-573.64941860465,2141.3631744186,-3.59885421303846,0.000535844267926947,0.0125564072170266,-4.50401952767789,"SLC35F2","Down"
"220244_at",-638.558604651162,2429.84651162791,-3.59883096163286,0.000535885799191863,0.0125564072170266,-4.50402065003344,"LINC00312","Down"
"212963_at",-160.492644186046,388.184212790698,-3.594853429699,0.00054303549091022,0.0127105670629753,-4.50421259641308,"TM2D1","Down"
"219523_s_at",-89.3941930232559,158.272754651163,-3.59354671191818,0.000545404010451801,0.0127526102464821,-4.50427563347061,"TENM3","Down"
"204734_at",539.968669767442,575.925534883721,3.59298177425061,0.000546431029674355,0.0127601377859915,-4.50430288310635,"KRT15","Up"
"201999_s_at",838.698372093022,2784.60941860465,3.59273993993599,0.000546871228542918,0.0127601377859915,-4.50431454730264,"DYNLT1","Up"
"218176_at",125.802586046512,220.416655813953,3.59045379547744,0.000551049224782422,0.012844173510279,-4.50442479450511,"MAGEF1","Up"
"203010_at",-647.765186046512,1290.07545348837,-3.59012313214281,0.000551656020441845,0.0128448809858993,-4.50444073766264,"STAT5A","Down"
"211432_s_at",-641.880069767442,1885.64463953488,-3.58794548106234,0.000555668045379768,0.0129247923331914,-4.50454571704736,"TYRO3","Down"
"201409_s_at",222.939790697675,530.175546511628,3.58587495640245,0.000559508339877865,0.0130005467544301,-4.50464550384307,"PPP1CB","Up"
"202567_at",349.355395348837,819.134906976744,3.58423680783622,0.000562564496139769,0.0130579423619609,-4.50472443316194,"SNRPD3","Up"
"200872_at",-688.543488372092,1760.70930232558,-3.58292740646031,0.000565018705863237,0.0131012610018216,-4.50478751033606,"S100A10","Down"
"200754_x_at",822.394162790699,2262.60926744186,3.58179228634414,0.000567154467366695,0.0131371133018005,-4.50484218299033,"SRSF2","Up"
"212197_x_at",-608.477372093024,2019.50677906977,-3.58118265183117,0.00056830466781601,0.0131500860985921,-4.50487154238503,"MPRIP","Down"
"218783_at",121.94906744186,216.102470930233,3.5807934931087,0.000569040050975424,0.0131506885455013,-4.50489028262861,"INTS7","Up"
"209273_s_at",-302.834174418605,729.91305,-3.58054450123528,0.000569511037401101,0.0131506885455013,-4.50490227251431,"ISCA1","Down"
"206283_s_at",-153.470627906977,479.744430232558,-3.57940059928336,0.000571679562677327,0.0131870969928974,-4.50495735050281,"TAL1","Down"
"220946_s_at",-136.399139534884,517.04861627907,-3.57609818190822,0.000577984025600929,0.0133087340353089,-4.5051163118254,"SETD2","Down"
"215121_x_at",2200.33927906977,2359.52226744186,3.57601315001543,0.00057814722192609,0.0133087340353089,-4.50512040388893,"IGLC1","Up"
"218946_at",-330.176279069767,901.579674418605,-3.57438954737884,0.000581271687216948,0.0133538863184324,-4.50519852893289,"NFU1","Down"
"220056_at",-214.710790697674,753.195418604651,-3.57437110865901,0.000581307262436808,0.0133538863184324,-4.50519941607505,"IL22RA1","Down"
"215497_s_at",-261.131651162791,909.388779069767,-3.57218814661775,0.000585533625416461,0.0134371223225077,-4.50530442933368,"WDTC1","Down"
"221796_at",-597.210720930233,1262.14415116279,-3.57121174988288,0.000587433402813326,0.0134668503239602,-4.50535138971447,"NTRK2","Down"
"212153_at",410.647465116279,861.558453488372,3.56961810076274,0.000590546717629421,0.0135243088478277,-4.50542802389687,"POGZ","Up"
"212521_s_at",-293.574232558139,726.564395348837,-3.56679985627331,0.000596090667077324,0.0136360201874527,-4.50556350500648,"PDE8A","Down"
"213901_x_at",-323.856,1058.00530232558,-3.56651763400609,0.000596648551934944,0.0136360201874527,-4.50557706938998,"RBFOX2","Down"
"203429_s_at",599.872837209302,1882.05697674419,3.56509650046933,0.000599465310543609,0.0136744945964402,-4.50564536510505,"SUCO","Up"
"201301_s_at",268.865220930233,341.354477906977,3.56504915903423,0.000599559360082666,0.0136744945964402,-4.50564763997553,"ANXA4","Up"
"220655_at",-171.221493023256,300.461434883721,-3.56424271416208,0.000601163609451966,0.0136970641200595,-4.50568638935429,"TNIP3","Down"
"204183_s_at",-134.633720930232,467.632790697674,-3.56202582334483,0.000605594613147818,0.0137839272367445,-4.50579288824087,"GRK3","Down"
"205357_s_at",-706.647069767442,1605.44820930233,-3.56096060620091,0.000607734697103832,0.0138185227097599,-4.50584404957514,"AGTR1","Down"
"205752_s_at",-730.231581395348,2544.32490697674,-3.56056774635777,0.000608525781848028,0.0138224057053207,-4.50586291637306,"GSTM5","Down"
"202525_at",196.694372093023,394.240076744186,3.55930185124244,0.000611081498320717,0.0138663228381676,-4.50592370315508,"PRSS8","Up"
"208999_at",251.100953488372,577.198848837209,3.55893159975386,0.000611830918308079,0.0138692048348514,-4.50594148020757,"SEPTIN8","Up"
"210374_x_at",-225.859746511628,355.769836046512,-3.55789016837624,0.000613943531946387,0.0139029509373591,-4.50599147810428,"PTGER3","Down"
"206084_at",-281.726339534884,744.621760465116,-3.55683638313602,0.000616088235642795,0.013937354471907,-4.50604206185298,"PTPRR","Down"
"204790_at",-347.794790697675,995.272906976744,-3.55604660731432,0.000617700265944577,0.0139596501278327,-4.50607996785514,"SMAD7","Down"
"212950_at",-572.601372093024,1516.51377906977,-3.55532752230422,0.00061917148029582,0.0139787214746016,-4.50611447742476,"ADGRF5","Down"
"201458_s_at",485.696658139534,824.395787209302,3.55447572626394,0.00062091850784041,0.0140039748079027,-4.50615535152548,"BUB3","Up"
"218542_at",146.012348837209,191.625702325581,3.55343644326321,0.000623056390880436,0.014037983375115,-4.50620521587326,"CEP55","Up"
"214621_at",-302.862255813954,1167.26126744186,-3.55028388066508,0.000629584160691833,0.0141707311643395,-4.50635643096347,"GYS2","Down"
"40465_at",90.8251279069767,178.712340697674,3.54869078096213,0.000632907443810306,0.0142311569832745,-4.50643282030033,"DDX23","Up"
"212621_at",99.5806744186046,163.150081395349,3.54809987211603,0.000634144324837784,0.0142445947483471,-4.50646115019779,"NEMP1","Up"
"202128_at",193.151741860465,451.104063953488,3.54682538962519,0.000636819845168143,0.0142867480541427,-4.50652224476386,"AREL1","Up"
"202014_at",-75.3148674418604,137.926763953488,-3.54659567682839,0.000637303216165591,0.0142867480541427,-4.50653325531045,"PPP1R15A","Down"
"207036_x_at",-167.675160465117,384.547536046512,-3.54622230917663,0.000638089612571231,0.0142900008411304,-4.50655115074789,"GRIN2D","Down"
"219205_at",-383.035488372092,1599.37060465116,-3.54294986888593,0.000645021520911229,0.014417889048536,-4.50670795869857,"SRR","Down"
"207621_s_at",-230.654620930233,243.671103488372,-3.54291570704405,0.000645094259363207,0.014417889048536,-4.50670959528297,"PEMT","Down"
"202732_at",-252.662581395349,466.913186046512,-3.53898795686908,0.00065350930009816,0.014591330394877,-4.50689770961532,"PKIG","Down"
"209318_x_at",-381.49976744186,1122.2568372093,-3.53782053817843,0.000656030403742555,0.0146329584450404,-4.5069536018255,"PLAGL1","Down"
"209094_at",528.742534883721,1214.62305813953,3.53714119111039,0.000657501723539263,0.0146511109056254,-4.50698612258407,"DDAH1","Up"
"220065_at",-241.018995348837,294.322455813953,-3.53603025472914,0.000659914503101271,0.0146901846879177,-4.50703929717198,"TNMD","Down"
"214164_x_at",640.556116279069,1394.37912790698,3.53540944061208,0.000661266460422888,0.0147055893588854,-4.50706900864896,"CA12","Up"
"200843_s_at",547.643295348837,1234.57667790698,3.53315654871288,0.000666194664541477,0.014800414466578,-4.50717680800263,"EPRS1","Up"
"205156_s_at",-195.944086046511,474.11305,-3.53197948543915,0.000668783292533782,0.0148180176919324,-4.50723311622704,"ASIC1","Down"
"208030_s_at",-390.415093023256,1272.47838372093,-3.53196912610532,0.000668806117236724,0.0148180176919324,-4.50723361175468,"ADD1","Down"
"222140_s_at",266.286441860465,706.288779069767,3.53188931248948,0.000668981995157025,0.0148180176919324,-4.50723742952958,"GPR89A","Up"
"222258_s_at",424.113104651162,930.87475,3.53074057705499,0.000671518209703909,0.0148594242967549,-4.50729237300402,"SH3BP4","Up"
"219025_at",-446.176139534884,1424.75169767442,-3.5290005027352,0.000675377332762905,0.0149123083955126,-4.50737558315082,"CD248","Down"
"210765_at",-66.6413860465117,218.097486046512,-3.52872644361391,0.000675987047966667,0.0149123083955126,-4.50738868678062,"CSE1L","Down"
"202311_s_at",438.117762790698,618.118097674419,3.52819155928158,0.000677178536277635,0.0149123083955126,-4.50741425983843,"COL1A1","Up"
"218309_at",476.946395348838,1352.98422093023,3.52813522233463,0.000677304145926194,0.0149123083955126,-4.50741695322152,"CAMK2N1","Up"
"221590_s_at",-316.409348837209,1435.61130232558,-3.52798408084045,0.000677641242015685,0.0149123083955126,-4.50742417895982,"ALDH6A1","Down"
"202746_at",-608.573488372093,1942.91181395349,-3.52785760045476,0.000677923457553036,0.0149123083955126,-4.50743022558798,"ITM2A","Down"
"217886_at",-432.097979069767,1023.87740581395,-3.52585902654051,0.000682397658150474,0.0149888765596307,-4.50752575688606,"EPS15","Down"
"218947_s_at",192.402306976744,342.711018604651,3.52570233702502,0.000682749616659568,0.0149888765596307,-4.50753324547212,"MTPAP","Up"
"203675_at",238.982234883721,596.72053372093,3.5254017542024,0.000683425271311484,0.0149889422447183,-4.50754761062076,"NUCB2","Up"
"209019_s_at",-405.767976744185,1142.74447674419,-3.52472185196787,0.000684955899833391,0.0150077407236848,-4.50758010158304,"PINK1","Down"
"209356_x_at",-347.048325581395,1063.3866744186,-3.52116546087418,0.000693015196451804,0.0151694082736106,-4.50775000278643,"EFEMP2","Down"
"209326_at",237.031465116279,714.033104651163,3.51905619371722,0.000697837382304786,0.0152450101861741,-4.50785072969103,"SLC35A2","Up"
"211986_at",-981.156209302326,3223.02575581395,-3.5186896940114,0.000698678499413896,0.0152484358495983,-4.50786822863302,"AHNAK","Down"
"215977_x_at",-107.421220930233,205.724624418605,-3.5167257416939,0.000703202129428978,0.0153130071953663,-4.50796198434342,"GK","Down"
"212717_at",-263.984023255814,739.753244186046,-3.51658453271534,0.000703528445263746,0.0153130071953663,-4.50796872441617,"PLEKHM1","Down"
"206408_at",-52.8001162790698,128.199541860465,-3.51611254005238,0.000704620199227347,0.0153130071953663,-4.50799125221274,"LRRTM2","Down"
"219481_at",420.44975116279,793.326915116279,3.51594643170847,0.000705004801081685,0.0153130071953663,-4.50799918006127,"TTC13","Up"
"201026_at",-328.840279069768,982.105,-3.51591691360841,0.000705073167098048,0.0153130071953663,-4.50800058885138,"EIF5B","Down"
"201533_at",345.978837209303,1458.07648837209,3.51561941255493,0.000705762550732658,0.015313054447883,-4.50801478715203,"CTNNB1","Up"
"201718_s_at",-73.0669813953489,189.757841860465,-3.51394337640657,0.000709658266521173,0.0153826022888048,-4.5080947651737,"EPB41L2","Down"
"218095_s_at",224.801834883721,325.655315116279,3.5130071241151,0.00071184329850199,0.0154149700879688,-4.50813943352406,"TMEM165","Up"
"201691_s_at",86.0891418604651,134.842329069767,3.51143398969545,0.000715529019775454,0.0154647266223632,-4.50821447401656,"TPD52","Up"
"211931_s_at",510.094465116279,1654.26458139535,3.51032081676441,0.000718147982641648,0.0154979443290041,-4.50826756365657,"HNRNPA3P1","Up"
"209568_s_at",-759.167255813954,2694.22497674419,-3.51010103580801,0.000718666131598361,0.0154979443290041,-4.50827804449763,"RGL1","Down"
"201292_at",173.101523255814,281.321963953488,3.5098948850483,0.000719152467629595,0.0154979443290041,-4.50828787504926,"TOP2A","Up"
"201704_at",184.765302325581,368.051046511628,3.50779812766644,0.000724116693967986,0.0155802348415168,-4.5083878451445,"ENTPD6","Up"
"212770_at",80.7119139534882,235.162973255814,3.50769175601895,0.000724369398007963,0.0155802348415168,-4.50839291598346,"TLE3","Up"
"221523_s_at",-267.373348837209,865.705093023256,-3.50639676298176,0.000727452568344613,0.0156314615047474,-4.50845464339698,"RRAGD","Down"
"212991_at",-336.224674418605,1244.05054651163,-3.50462391445212,0.000731693555831452,0.0157074446094338,-4.50853912991973,"FBXO9","Down"
"47069_at",-378.507976744186,934.40726744186,-3.50318169450094,0.000735160845297681,0.0157596941920919,-4.50860784432501,"PRR5","Down"
"201273_s_at",880.914148837209,2305.97834418605,3.50302355345207,0.000735541980872216,0.0157596941920919,-4.50861537807717,"SRP9","Up"
"202017_at",-196.393488372093,438.907720930233,-3.50226813737144,0.00073736518659875,0.0157835816070893,-4.50865136333529,"EPHX1","Down"
"218517_at",-418.763255813953,1492.73002325581,-3.49870628488509,0.000746019457216976,0.0159508693081356,-4.50882098461948,"JADE1","Down"
"212015_x_at",294.704825581395,677.643308139535,3.49846381422287,0.00074661206697417,0.0159508693081356,-4.50883252832944,"PTBP1","Up"
"217599_s_at",-181.216618604651,453.720458139535,-3.49677600659363,0.000750749491111038,0.0160238993394897,-4.50891287152325,"MDFIC","Down"
"221060_s_at",-284.329930232558,972.133872093023,-3.49547821044653,0.000753945581380562,0.0160767171195245,-4.50897463612537,"TLR4","Down"
"202089_s_at",806.863023255814,1523.28018604651,3.49505239730518,0.000754997032180859,0.016083746527807,-4.5089948988808,"SLC39A6","Up"
"222146_s_at",-53.4017418604651,157.356661627907,-3.49471649353474,0.000755827449248106,0.0160860583109795,-4.50901088233222,"TCF4","Down"
"209335_at",-1014.25811627907,2719.77994186046,-3.49252534665619,0.00076126558798109,0.0161863369246017,-4.50911512566978,"DCN","Down"
"220431_at",-232.863932558139,536.121056976744,-3.49188689742241,0.000762857077149535,0.0162047132984968,-4.50914549357245,"TMPRSS11E","Down"
"203438_at",819.935069767442,1663.03555813953,3.49099698485708,0.000765080644652533,0.0162351977986252,-4.50918781769671,"STC2","Up"
"212539_at",451.474976744186,1231.85437209302,3.49072983244018,0.000765749355398965,0.0162351977986252,-4.50920052237155,"CHD1L","Up"
"202396_at",369.844418604651,1127.6163255814,3.49007177087068,0.000767398909196639,0.0162547052220805,-4.5092318149983,"TCERG1","Up"
"202350_s_at",-375.331246511628,866.114981395349,-3.48961233498796,0.000768552560200562,0.0162636815754503,-4.50925366067067,"MATN2","Down"
"210335_at",-152.519279069767,561.984872093023,-3.4887421632882,0.000770742067329267,0.0162945403095807,-4.50929503241303,"RASSF9","Down"
"206813_at",-537.092348837209,1411.16643023256,-3.487884648902,0.000772905490165981,0.0163247896088801,-4.50933579728875,"CTF1","Down"
"218224_at",-354.749232558139,1011.41208139535,-3.48636292669902,0.00077675877217272,0.0163906398866711,-4.50940812512174,"PNMA1","Down"
"200821_at",299.713320930233,557.218648837209,3.48428308401909,0.000782054676517806,0.0164867780102614,-4.50950695481713,"LAMP2","Up"
"205741_s_at",-200.606186046512,616.246209302326,-3.48266888288254,0.000786188404903019,0.0165582573028866,-4.50958363770339,"DTNA","Down"
